Filename,AvgHeight,AvgWidth,StrokeWidth,BaselineAngle,LineSpacing,WordSpacing,Connectivity,HeightConsistency,TextDensity,SlantAngle,IsAligned,StrokeConsistency,IrregularLetterSize,SmoothCurves,PrimaryStyle,PrimaryConfidence
029-0.png,22.0842105263158,41.8631578947368,2.955624,-0.976113873626137,71.9285714285714,9.5,0.00200883889112093,0.59918904085025,0.0533950363362128,0.333333333333333,1,0.1546228,0.641661290741079,0.7606413,neat,0.243570666768641
033-0.png,18.8814432989691,12.7552083333333,2.904445,0.0240969635646779,72.0714285714286,70,0.00502890323249605,0.606787164214707,0.043830719715127,-0.3,1,0.1501007,0.645449623541544,0.7724788,neat,0.225314361363615
202-0.png,20.0887096774194,38.844262295082,3.130674,-2.19317216176102,72.2777777777778,36.5,0.00268021182319248,0.703840893155377,0.0582836521111512,-0.1,1,0.1522568,0.53169859208367,0.7669971,print,0.22919782312353
202-1.png,16.8041237113402,24.7474226804124,2.806221,7.08608529497583,72.3,35.5,0.00535250865051903,0.712147765227231,0.0488242372761379,0,1,0.145413,0.453698373797793,0.7674251,print,0.234820293479595
202-2.png,19.5131578947368,32.0939597315436,2.935112,-1.6609088355751,72.4444444444444,44,0.0039320174871304,0.704367778217081,0.0483134559665791,0,1,0.1478874,0.511440784262458,0.766883,print,0.230343772173804
202-3.png,18.1098901098901,26.7640449438202,2.795138,0.350989055980196,72.3,37,0.00482213438735178,0.688611531255095,0.0479117308603534,-0.2,1,0.145955,0.494835999756754,0.7671385,neat,0.229630591674414
202-4.png,18.4866666666667,30.36,2.807433,-0.376165697932034,72.3888888888889,51.5,0.00449124059367657,0.688273330256619,0.0423759032889849,0.1,1,0.1460839,0.504285820987052,0.7682668,neat,0.229434624569851
497-0.png,22.5333333333333,50.0135135135135,3.552059,-2.30549846344453,34.1363636363636,23.5,0.00137352574902938,0.656519559889644,0.0610149443561208,0,1,0.1637425,0.738497091422941,0.7839282,neat,0.22026439651857
497-1.png,27.8133333333333,60.2837837837838,3.755289,1.16996374290803,72.0714285714286,36,0.00119691674247139,0.805587182696076,0.0743364339054107,-0.5,1,0.1378781,0.510992603085501,0.7847861,print,0.228013164914068
497-2.png,27.4367816091954,63.8488372093023,3.710607,-0.428923237443563,34.8823529411765,22,0.00117201708181218,0.77751021769267,0.0893072189505724,0,1,0.1402784,0.509729887593919,0.7845678,print,0.227191256960585
497-3.png,26.8378378378378,55.4109589041096,3.646442,7.11401832677913,36.55,33,0.00137987618408294,0.727757789451228,0.0633730701582959,-52.8123095538751,1,0.1411625,0.538236420343396,0.7813519,cursive,0.254389563822
510-0.png,22.5238095238095,43.1071428571429,2.876561,-1.07485389056478,63.9375,64,0.00275898311765092,0.639761175165197,0.0373303167420814,-55.3185002609846,1,0.1482446,0.555117195509869,0.7601877,cursive,0.263327609998205
